Course,Job_Titles
CFA Level 3 Exam,"Equity Analyst,  Junior Portfolio Manager, Tutor,  Investec Work Experience"
Chartered Institute Of Secateries And Administrati,"Assistant Footwear Buyer,  Component Designer"
Chattered Management Accounting Qualification,"Business Analyst,  Business Analyst,  Analyst"
Chinese (Mandarin) Language,"Web Developer,  English Teacher,  Systems Analyst Developer,  ASP.NET Web Developer,  Developer"
CISCO,"Computer programmer,  Web Developer,  word processor,  typist,  information clerk,  office clerk,  teller"
Cobol - Entry Level Programming,Junior Lecturer Subject Assistant
Cobol Diploma,"SQL,  Progress,  Business analyst,  document writer,  Project manager,  RPGLE,  RPG programmer"
Cobol Programming,Technical Specialist Senior Programmer
Cobol Programming Diploma,"Senior Java Developer, Junior Programmer"
Cognos Report Developer,"SQL DEVELOPER,  ETL,  BI DEVELOPER,  ETL"
Commercial Course,"Clerk Premium Accounts Refunds Section,  Clerk Premium Accounts Debit Orders,  Supervisor Premium Accounts Data Financial Contr,  Clerk Endorsements Policy Changes,  Section Head Premium Accounts Refunds Section"
Communication Design,"Freelance Designer and Web Developer,  Designer and Web Developer"
Comp.Sci. Research Thesis,"Chief Technical Director,  Sole Proprietor"
Complex Solutions Sales - 2002,"Senior Developer,  Project Manager Analyst"
Comptia Linux+,"Customer Support Representative for Absa Free Inte,  Web Developer,  Latin American and Ballroom Dance Instructor"
Computer Data Processing,"Development,  Analyst,  Program Analyst,  Programmer"
Computer Engineering,"Business Analyst,  Project Engineer,  Systems analyst,  Project Engineer,  Systems analyst"
Computer Engineering,"Business Intelligence Developer,  Technical Manager, Systems Analyst DBA,  Systems Analyst DBA,  Systems Developer,  Technical Architect,  Principal Microsoft Consultant,  Microsoft Team Leader,  Systems Administrator,  Support Technician"
Computer Science,.NET C# Developer
Computer Science,".net developer,  vb.net developer,  asp.net developer,  vb.net developer,  asp.net developer"
Computer Science,"Head Developer,  Senior Site Supervisor"
Computer Science,IT
Computer Science,Java Developer
Computer Science,"PHP Web Developer,  Intermediate PHP Developer,  Junior PHP Developer,  PHP Developer, Web Designer"
Computer Science,"Senior developer, Moss 2007 Developer,  Microsoft Dynamics CRM 4.0 Developer,  Lead C# Developer,  Solutions Architect Developer,  Software Solutions Architect,  Software Developer Architect,  Software Solutions Architect 2ND Contract,  Solutions Architect"
Computer Science,"Software Developer,  Computer Programmer,  Software Engineer"
Computer Science & Statistics Degree,"IT technician,  help desk support,  system administrator, End User Support,  IT Help Desk Support"
Computer Science and Geography,"C++,  JAVA,  C# Developer,  SQL Developer"
Computer Science and mathematics,"Java Developer,  Database management,  Business Analyst,  Business Intelligence,  Linux Bash Scripting,  Data Analyst,  RPG Developer"
Computer Science Diploma,"Senior Business Analyst, Business Analyst,  Consultant,  Consultant,  Internet Developer Team Leader,  Instructor"
Computer Science Diploma (CS. DIP),Product Manager
Computer Software engineering,"Oracle Developer, Oracle Developer"
Computer System Engineering,"Java Developer,  Qlickview Developer,  Front End Web Developer,  Developer,  Junior Java Developer"
Computer System Engineering,"SEO/ Sem Content Management Specialist,  webmaster,  content manager, Web Maintainace Programmer,  Web Developer"
Computer Systems Engineering,BI Analyst Retail Banking
Computer Systems Engineering : Bachelor in Technology,"Business Architect (Enterprise Architecture), Technical Consultant Enterprise Architecture,  Software Engineer,  Junior Developer,  Internship Junior Developer"
Computerised Proj.Mngt - Ms Project 2007,"Project Manager,  Project Leader/Coordinator,  IT Manager,  Project Leader/Coordinator,  IT Manager, Consultant,  Consultant Project Manager,  Developer,  Weekend Manager"
Computers,Application Developer
Consumer Science: Food & Nutrition,"R&D technologist,  sales Rep,  production manager,  sales Rep,  production manager, Production Supervisor,  Recipe Developer,  Sales Consultant,  Sales Assistant"
Continued Professional Development (Cpd) Programme In Software Engineering,"Development Manager, Senior Programmer,  Analyst Programmer,  Systems Programmer"
Continued Professional Development Programme,"Lead/Senior Developer,  Team Leader,  Team Leader, Analyst Programmer,  Programmer and Database Administrator,  Analyst Programmer,  Software Development,  Software Developer,  Software Developer,  Computer Technician"
Controlling Foodservice Costs,"Administrative Assistant, Junior Chef,  Prep and On-Site Cook,  Crew Cook Stewardess,  Chef Stewardess,  Chef Temporary,  Accounts Receivable Clerk,  Freelance Caterer,  Freelance Accounting System Developer"
Core Banking And Financial Services Level 5 (Nqf5),"Data Analyst,  MIS Specialist,  Database Administrator,  Data Analytics Specialist,  BI Developer,  Analyst Developer, Management Accountant Group Finance,  Corporate Financial Analyst Risk Management,  Learning Facilitator"
Cornerstone Lms Certification,"Implementation Manager,  Cornerstone Solution Consultant"
Course designer,"E-learning developer,  Content Developer,  Trainer,  writer or blogger, PA and Administration"
Course in Strategic Management,"Forms Development,  Sytems Integration,  SQL Developer,  Finance"
Crucial Conversation,"SAS Platform Administrator,  SAS Technical Architect,  SAS DATA Architect,  Information Analyst,  Data Analyst,  SAS programmer,  BI Analyst,  Sas Consultant,  Sas Developer,  SAS Technical Architect, Sas Developer Sas Administrator,  Administrator Coe Sas Platform,  Sas Administrator,  Application Developer Sas,  ICT Community Officer,  Project Technical Trainee"
Customer Care And Billing (Cc&B) Certificate,"Business Analyst,  Analyst Job,  Programming(Trainee) and other,  Analyst Job,  Programming(Trainee)"
Customer Excellence,"Web Designer,  Web Designer"
D Litt,"Manager,  Principal,  Facilitator,  Academic Director,  Tutor,  Principal, Accreditor and Course Developer,  Undergraduate Principal,  Principal,  School Principal,  School Principal,  Deputy Principal,  Head of Department Human Sciences,  Educator"
D.Dip :Information Technology,Programmer
Data Scientist Toolbox,"IT HelpDesk Operator,  Support Technician, IT Helpdesk Administrator,  Graphic Designer,  End User Support Specialist"
Datametrics Diploma In Information Systems,Certified SAP ABAP developer
Datametrics Diploma In Information Systems,"Developer,  Programmer,  Trainee Consultant"
Developing .NET Web Applications W/ Sql Databases,"Oracle Developer Trainee,  IT Technician"
Developing Web Applications with PHP,"Systems / Business Analyst,  Business Intelligence Developer,  Development Manager,  Senior Analyst / Developer, Lecturer,  Tutor and Assitant Laboratory Technician.,  Programmer Analyst"
Development Programme In Labour Relations,"Freelance Graphic Designer,  Freelance Illustrator,  Freelance Media Developer Flash Designer,  Coordinator Layout Artist Illustrator,  Illustrator,  Assistant,  Installation Technician,  Tutor"
DevOps Foundation Certificate,"Head of IT,  Chief Information Officer,  CIO, Senior Consultant,  Development Team Lead,  Java Web Developer,  Java Developer"
Digital Imaging Certificate,"no Upward Mobility,  Marketing Assistant,  Community Developer"
Digital marketing,Digital Specialist
Digital Publishing,"Web Design and Developing,  Waitress Bar Lady"
Dip Comp Sci,"Junior Programmer Web Developer Coldfusion,  Junior Programmer,  Junior Instructor Trainer"
Dipl. Project Management,"Senior Programmer,  Mathematics Tutor,  Sales Assistant"
Diploma,"ADMINISTRATIVE CLERK,  ADMIN WORK,  ADMIN WORK, Agent,  Agent"
Diploma,Developer
Diploma Business Admin It,"Quality Assurance Manager,  Support and Integration Specialist,  Support and Integration Specialist, Support and Integration Engineer,  Head Student Admin IT,  Oracle Developer DBA"
Diploma Business Analysis,"Data capturer,  Sales Rep,  Sales Rep, Business Analyst,  Junior Software Developer,  Intern Web Developer,  Bank Teller"
Diploma Business Analysis,"Process analyst,  Business analyst and Test analyst, Application Developer"
Diploma Computer Programming & Information Sys,"QA Change Management,  Project Manager,  Web Developer,  Waitress"
Diploma Computer Science,"C# Developer,  Senior C# Developer,  C# Web Developer, Software Developer"
Diploma Computer Science,Lead Developer
Diploma Computer Systems,"Senior C# Developer,  Senior C# Web Developer,  Senior C# Programmer,  Senior C# Software Engineer"
Diploma Computer Systems Engineering,Any ICT
Diploma entry level COBOL  programming,Developer
Diploma Human Resource Management  & Practices,"Software Developer Quality Controller,  Payroll Administrator,  Senior Administrative Clerk,  Senior Administrative Clerk"
Diploma In Advanced Computing,"Solution SOA Architect,  Solutions Specialist, SR J2EE Developer,  J2EE and Weblogic Specialist,  Java Developer,  Tech Lead,  SR. Software Engg Team Leader,  Software Engineer,  Programmer"
Diploma In Advanced Computing,"Tech Lead,  SR. Software Engineer,  Software Engineer,  Junior Developer"
Diploma In Application Development And Design,IT Manager
Diploma In Bookkeeping - Computerised,Supervisor
Diploma In Business Analysis,Business Analyst
Diploma in Business Analysis,"IT Business Analyst,  Financial Analyst,  Financial Analyst,  Business Analyst"
Diploma In Client Server Programming,"Freelance Software Developer,  Lab Faculty Programmer,  Programmer,  Asst. Programmer,  Asst. Programmer"
Diploma In Computer Science (With Distinction),"SAP ABAP Developer,  SAP BW / BI Developer,  SAP BW / BI Developer, Junior Programmer"
Diploma in Computer Sciences,"Team Lead,  Developer,  Front-End Developer,  Java Developer,  Software Engineer,  Web Developer,  Manager IT"
Diploma in Computer Systems,"Project Manager IT,  Junior Project Manager"
Diploma In Database Administration,"Web Developer,  Asset Auditor,  Data Capturer"
Diploma In Datametrics,"General Manager IT,  CIO,  Manager,  CIO,  Manager, Developer Programmer,  Project Mangager,  Foundry Metallurgist,  Metallurgist in Training"
Diploma In Datametrics,"Integration specialist,  Analyst,  Analyst"
Diploma in information Technology,"Developer,  C# .NET Developer,  ASP.NET Developer,  ASP.NET Web Developer,  Developer C# .NET"
Diploma in Information Technology,"Developer,  Database Administrator,  Tester"
Diploma In Information Technology,Health Informatics Specialist
Diploma In Information Technology,"Network Administrater,  Android Developer,  Android Mobile Developer,  Junior Java Developer,  Software Developer,  Web Developer,  PHP Web Developer,  Java Developer"
Diploma In Information Technology,"PHP Development,  Linux System Administrator,  Linux Engineer, Level 1 2 Support,  Oracle Trainee JNR Linux Admin,  Computer Operator"
Diploma in Information Technology,"Sales Rep,  Data Capture,  Stock Controller,  IT Help Desk Agent,  IT Help Desk Support,  IT Help Desk Consultant,  IT Technician Support,  IT Technician Assistant,  IT Sales Consultant"
