Course,Skills
Matric,"Dreamweaver Mx,  Fireworx Mx,  Flash Mx,  Corel Draw 9-13,  Mysql"
Electrical Engineering (Bachelor of Science  Eng (Elec) (Hons)),"C++ And C Programming,  Microchip Pic Microprocessing Using Mplab,  Management,  Communications And Leadership Skills,  Matlab,  Python Programming"
Master Of Computer Applications,"Oracle 8i/9i/10g,  Sql & Pl/Sql,  Word,  Excel,  Access,  Powerpoint,  Oracle Forms&Reports 6i/9i/10g,  Sql*Loader,  Toad"
Masters Of Business Leadership (Mbl),"Management,  Business Strategy,  Data Warehousing,  Business Intelligence,  Information Management,  BI Strategy,  Data Integration,  Information Architecture,  Software development"
Bachelor of Information Science degree,"Mysql,  Computer Skills Development,  Java,  Agile,  Delphi,  CRM,  Python,  Scrum,  Php"
Bachelor in Technology:It,"Pc Technical Skills,  Programming,  Graphic Design"
Information Technology,"Javascript,  VBachelor of Science ript,  Web Design,  HTML,  Asp.Net,  Vb.Net,  MS SQL Server,  MS Frontpage,  Dreamweaver"
Matric,"maintaining website and creating forms on Wordpress,  Maintaining websites,  Front end coding of HTML and SCSS and CSS,  Promotional emailers,  jQuery,  Wordpress,  AngularJS,  PHP,  JavaScript"
Masters in Business Administration,"Microsoft Office,  Systems analysis,  Development,  Business Analysis,  Project Management"
Bachelor of Science  Computer Science,"MSSQL Server,  MVC,  Power Pivots,  CSS,  HTML,  JQuery,  vBachelor of Science ript,  Excel,  SSRS Reports"
Higher Certificate in IT,"Typing,  Computer Literacy,  Group descissions,  Team preparations"
Bachelor Of Science Information Technology,".Net,  Project Delivery,  azure,  microsoft,  cloud,  sharepoint,  Systems Architect,  Project Management,  SQL"
Bachelor of Science(Computer Science Honours),"Java,  Databases Sql,  Microsoft Office,  C# Programming,  Html &amp; CSS,  Business and systems analysist,  Project Management,  Agile scrum fundamental certified"
SAFe 4 Certified Agilist,"Head of Department,  Management,  Agile Coaching,  Leadership,  Development Operations,  Product Management,  Business Development,  Project Management,  Business Analysis"
Bachelor of Science  IT,"2011, 2013,  Microsoft Dynamics CRM 3 Versions 4,  Web Services,  SQL Server,  C#,  Windows Services,  JavaScript,  SSRS"
Bachelor Of Science (Computer Science),"Full Sdlc,  Microsoft Office,  Microsoft Outlook,  Magic 8/9,  SQL,  Sapiens,  Aix Unix,  DB2,  Mapper"
Certificate In Marketing Managment,"Documentation (Procedures,  Reporting,  Presentation,  u""International Computer DriverS Licence"",  Relationship Marketing,  Electronics - Component Level,  Computer And Software Programming"
International Software development,"C#,  User Experience,  Design,  Deadline Driven,  SQL"
Graphics Design And Web Development,"Microsoft Office,  Mathematics,  Sales,  Printers,  Telephone Skills,  Accountancy"
Bachelor of Science Computer Science,"Programming,  Microsoft Office,  Play Piano"
Project Management,"Customer Relations,  Web Developer/Designer,  Sales,  Project Management"
Mine Overseer Certificate,"Decline Sinking,  Trackless & Conventional Development,  Stoping,  Board & Pillar Mining,  Geology,  Surveying,  Sampling"
Tibco - Bpm510 Business Studio 3.X,"Client Orientated And Customer Focused,  Computer Literate,  Helpdesk Systems,  Problem Analysis And Solving,  Program And Project Management,  Windows Operating Systems,  Negotiation Skills,  Infromation Technology Management,  Risk Management"
National Diploma in Datametrics,"Tablea,  Report,  MS Office,  SAS Strategy Management,  Business Intelligence,  Requirement Analysis,  Solution Support and maintenence,  Data Analysis,  Relationship Management"
National Certificate: System Development,"HTML,  SQL,  CSS,  C#,  JAVASCRIPT,  VB,  PHP"
Bachelor of Science  Computer Science,"Java EE,  Java,  Enteprise Architect,  UNIX/LINUX,  Windows,  ITIL,  TOGAF,  XML Schema,  visio"
Bachelor of Commerce ITM,"MS Excel,  MS Access,  SQL Server 2008 R2,  Data Analysis,  MS Excel VBA,  MS Access VBA,  Oracle 11g,  Spotfire,  Qlikview"
Computer Programming,"Internet,  Windows Nt,  Vc4,  TMS,  Cobol,  Solve,  JCL,  Microsoft Word,  Microsoft Excel"
Bachelor in Technology Information Technology,"SAP ABAP,  Abap/4,  Windows Xp,  Sap Workflow,  HTML,  SAP IS-Oil,  SAP IS-M,  SAP FICO,  SAP IS-"
fundermentals of Project management,"project management,  both Pmbok and prnce2,  MS Excell,  MS Word,  Ms Project,  Android,  C#,  Java,  SQL"
Advanced Diploma in Information Resource Management,"ms excell,  sdlc,  msaccess,  .NET Framework,  ms powerpoint,  ms office,  ms excel,  ms outlook,  C#"
Mazter Of Science - Electronics,"Java1.2.,  J2ee,  Ration Rose,  Websphere"
Masters in Computer Science and Information Engineering,"Software Development,  Project Management,  Customer/User Relationship Management,  ERP System Support,  IT Strategy,  Creation of Functional Specifications,  Solutions Architect,  IT Infrastructure,  Documentation"
Advanced Diploma or Bachelor in Technology in Business Information Technology,"MICROSOFT OFFICE,  PHP,  JAVA,  C#,  SQL,  JAVA SCRIPT"
Mcp: Com+        .NET Framework,"C#,  Programming,  Developer,  Dot.Net,  Csharp And Asp.Net. Web-Service Development,  Visual Studio.Net 2005/2003 With C# And Com+,  C#,  Programming,  Application Design"
Diploma in Information Technology,"Visual Basic,  Microsoft Office,  Sage Evolution,  SQL Server Management"
Bachelor of Science  Information Technology management,"Logical thinking,  A good working knowledge of software and programming languages,  microsoft office,  Passion for keeping high standards and overall quality,  The ability to learn quickly and independently,  Flexible and adaptable,  Excellent communication skills both verbal and written,  Enthusiastic in dealing with challenges in a stressful deadline orientated environment is essential"
Bachelor of Science  Computer Science and Statistics,"database,  mysql,  mssql,  CSS,  tsql,  joomla,  wordpress,  r,  html"
MCSE:  BUSINESS INTELLIGENCE,"Develop migration techniques & processes for multiple,  Metadata knowledge,  Control-EM knowledge,  Project Management,  Specific Database Utilities,  Experience working with TSO/JCL,  Virtual Basic,  Primary Index Issues mapping issues between 2 environments,  Space issues"
Bachelor Of Business Science (Comsci),".NET (Asp, C#),  MS SQL Server,  Front End Design And Implementation,  Java,  UML"
Bachelor of Technology: Information Technology,"React,  Angular,  Ionic,  WebApi,  Javascript,  Firebase,  JQuery,  HTML,  Java"
Saqa (Nqf 7),"python,  XSL,  Kendo UI,  XML,  Cache Object Script,  linux,  My SQL,  HTML 5,  CSS3"
Bachelor of Science in Technology(Degree),"Integrity,  Enthusiasm,  Works well in teams,  self motivated individual,  multi-tasking skill,  communication skill,  Effective problem solving,  Ability to Prioritize,  organisational awareness"
Graphic And Web Designer,"Adobe Cs4 Programs,  HTML5,  LESS,  JavaScript,  CSS3,  jQuery,  Bootstrap,  Foundation,  Sass"
Doctorate,"Business Management,  Presentation Skills,  Entrepreneurship,  Macro-View,  Big Picture,  Marketing Management,  Strategy,  Marketing Plans,  Communication"
Android Mobile Developer,"Role of Management in the Workplace,  Effective Communications,  Financial Accounting,  Project Management,  Project Planning,  Scrum Methodology,  Graphic Design,  Human Resource Management,  Web Designing"
Information Technology,"SSAS,  SSIS,  SSRS,  SQL,  DB2,  ADABAS"
Bachelor of Commerce (Hons) Informatics,"Crystal Report,  Visual Basic 6,  SQL,  Oracle 8/8i"
M.A. in Demography and Population Studies,"research design,  Leadership,  stata,  SQL,  Data Management,  Demographic Analysis,  Quantitative Research,  research,  Python"
Bachelor Of Science In Computer Systems,"Proficient with MS Office applications,  Computer & File Systems And Operating System,  Networks&Telecommunication (Ccna1&Cnn2),  O\tJava Programming:,  Coding & Programming,  Cissp Training Review-Course Completion Certificat,  O\tFamiliar With Basic Concepts Of Sql,  Oracle,  Fundamentals Of Wireless Lans (Cisco)"
National Certificate : Datametrics,"Java,  Object Orientated Analysis And Design,  Windows 98 & Nt,  HTML,  JSP,  Servlets,  Visual Age For Java,  Using Rational Rose,  Jbuilder"
National Diploma:engineering Computer Systems,"Java,  Servlets,  Adope Photoshop,  Jsp,  XmL,  Hibernate,  JSON,  Maven,  Spring data jpa"
Bachelor of Commerce,"Proclarity,  SAP,  Microsoft office,  OBS,  Google Suite"
Leading in a Digital Economy,"Team Leadership,  Digital Strategy,  Digital Innovation,  Social Media Content Management,  Content Strategy Development,  Computer Skills,  Wordpress,  Management,  HTML"
Computer Systems Engineering,"sql,  communication skills,  listening skill,  Computer,  qlikview,  coding,  excell,  Computer skills"
Project Management,"devoper,  software support,  Developer,  Software Support,  Trainer / Lecturer,  Network Technician,  Programmer,  Customer Relations"
Bachelor of Science  - Mathematical Sciences,"MS Word,  Excel,  Access,  Frontpage,  Powerpoint,  Sql Server Development And Maintenance,  MS .NET Report Development,  Business Analysis,  Quality Assurance"
Postgrad Diploma in Management,"solution design,  Systems Analysis,  Project delivery,  Application migration planning,  Technical design,  C#,  Cloud"
Information Technology,"Javascript,  SQL,  Java,  html,  MySql,  javascript,  Visual Studio,  Photoshop,  Microsoft Office Suite"
Matric,"data analytics,  pentaho,  software development,  solution architecture,  process automation,  problem solving,  vertical,  big data,  .NET"
SAP Security Certified,"SAP Authorizations,  Computer skills,  Sap Authorization,  sap netweaver portal,  visual basis programming"
Masters degree in Applied Science,"admin,  Microsoft Office,  report writing,  presentation,  Data capturing,  quantitative reseach,  data analysis,  qualitative research,  Project management and leadership"
Mcts - Asp.Net,"C# Programming,  Sql Server,  Asp.Net MVC,  Project Leadership,  Javascript,  HTML5,  CSS3,  AngularJS,  C Development"
Cobol Programming,"Microsoft Office Suite,  Windows Networking,  Windows Nt,  2000 Etc,  C# .NET,  VBachelor of Science ript,  Microsoft Wcf,  Microsoft Iis Web Server (Versions 5 & 6),  HTML"
Bachelor of Science It,"VBA,  C#,  SQL,  Java"
Bachelor of Technology Information Technology,"Windows 2003/2008 Server,  C#.Net,  System Analysis & Design,  Networking - Ccna,  Ccna Security,  Sql Server 2008,  T-Sql,  Sp,  Asp.Net 3.5"
Datametrics Diploma In Information Systems,"ABAP,  Abap,  Natural Adabas,  Hana,  JCL,  Natural Construct"
Advanced Diploma - Events Management,"Sales,  Negotiation,  Microsoft Dynamics CRM,  New Business,  Marketing,  Public Speaking,  Teamwork,  Collaborative Problem Solving,  Presenting"
National Certificate Systems Development Nqf5,"Typing,  A+ And Networking,  Programming"
Computing Diploma,"Bi - Intergration- Etl - Modelling,  Oracle,  Sql Server 2005 - Ssis,  Teradata"
Masters Of Business Management,"Developer 6i,  Oracle 8 I,  Cobol,  Pascal,  MS office,  MS Access,  HTML,  VB"
Bachelor Of Science,"Sql Server Bi Stack,  Team Leader / Manager,  Oracle Pl/Sql,  Data Warehouse Design / Implementation,  Microsoft Analysis Services,  Oracle Database Developer,  Qlikview"
Final Year Bachelor of Commerce Information Systems Student,"MS Office upto 2007,  Windows Xp,  MS Publisher,  Windows Vista,  Sap Portal,  Sap Crm 2005,  Sap Is,  Sap Interaction Center,  Sap Solution Manager"
Bachelor of Commerce Hons Information Systems and Technology,"Analytical and Negotiation,  Business Systems Analysis,  Programming,  Full SDLC,  Software Enginer,  SQL,  IT Auditing,  Project management"
Oracle Ocp Certification,"Oracle Developer 2000,  Oracle 8i/9i Database,  ETL,  Project/Team Management,  Oracle 9i Developer Suite,  MS SQL Server"
Iseb Foundation Certificate In Software Testing,"Natural Adabas,  Software Testing"
Bachelor of Commerce Honours (Business Management),"Microsoft Word,  MS POWER POINT,  Microsoft Excel,  Communication Skills,  Toyota Specific Systems,  Sap R3,  Project Management"
Diploma In Datametrics,"Team Leader,  Programming,  Analysis And Design,  Integration Development,  Project Management"
Nd Graphics Design And Web Development,
Strate Course,"Speed Reading,  Mvs,  Vm,  As/400 Operating Sysytems,  Swift,  Mq,  Ftp,  Cobol 1, 2 Mvs"
Bachelor in Technology:Information Technology,"Ie,  Sap,  Http,  CSS (Cascading Stylesheet),  Content Management Using Html,  Jira,  Toad,  Oracle forms,  Oracle reports"
Mechanical Engineering,"Problemsolving,  Analytical,  Design,  Programming,  Synthesising"
Entrepreneurship Course,"Programme development,  Microsoft Office,  Logistics,  Health and wellness,  Sport development,  Exercise Sciences,  Administration,  Research,  Facilitation"
CCNA Routing and Switching,"PHPMyAdmin,  VB,  Java,  JavaScript,  Communication Skills,  SAP ABAP,  MySQL,  PHP,  Microsoft Office"
Master In Business Management (MBA),"MS Office (Word,  Access,  Excel,  Power Point,  Publi,  MS Project,  Microsoft Outlook,  HTML,  Project Management"
Masters of Science: Chemical Engineering,"Microsoft Office,  Matlab,  Open Source,  Accelrys MS Modeling,  Flowsheet,  Caddie,  Aspen Plus,  Visual Basic"
Report Building Using Impromt,"Microsoft Outlook,  MS Office using Word Excel Powerpoint,  Banking,  Bookkeeping,  Corel Word Perfect And Quattro Pro,  New Dimension Accounting,  Impact 4 Acc Rec"
Bachelor of Science,Java
Matric certificate,"people skills,  cleaning skills,  Microsoft office,  tefl teaching certificate,  e-learning developer"
Bachelor of Science  In Computer Science And Ist,"Linux,  Mysql,  Microsoft Access,  Sql Server,  HTML,  MS access database,  Micrsoft Excel,  Java,  Visual Basic"
Information Technology,"Source to target mapping,  hardware equipment,  software,  windows operating system,  Typing Skills,  Shortcut fast navigation,  wibdows server 2012 R2,  telephonic coomunication,  Excel spreadsheet"
Bachelor in Technology Information Technology: Software Development,"Microsoft Office,  Vb.Net,  Html,  CSS,  Sql Server 2000,  Asp.Net,  Visual Studio.Net,  C#.Net,  K2.Net Workflow"
Bachelor of Science Computer Science,"Statistics,  Telephone Skills,  Program Development,  Problem Solving,  Spreadsheets,  Operating Systems,  Customer Relations,  Software Engineering,  Scientific"
MCSD (Systems Development),"Microsoft Office,  Emotional Intelligence,  Design and Development with SQL. Internet Programming: Web sites and applications with HTML 5,  CSS 3 and JavaScript. Creating advance web applications with ASP.Net,  MVC  Creating advance web services with Azure,  Design with XAML and Blend Database,  Typing,  Reading,  Public Speaking"
B.Com Informatics,"Altiris Notification Server,  Altiris Deployment Server,  Microsoft SCCM 2012 Expert,  Scripting,  Powershell"
Bachelor of Commerce Honours Information Systems,"Financial Applications,  Business Analysis,  Research,  UML,  Project Management,  Software Development,  Reporting,  ERP,  Agile"
